module	GCF_001424875	GCF_001425805	GCF_001426325	GCF_001426425	GCF_001426585	GCF_001426615	GCF_001427245	GCF_001427565	GCF_001427745	GCF_001428885	GCF_001429805
M00163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00165	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.6363636363636364	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273
M00166	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00167	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.7142857142857143	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571
M00168	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00169	0.5	1.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00170	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
M00171	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857
M00172	0.5	0.75	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00173	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.8181818181818182	0.6363636363636364	0.7272727272727273
M00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00176	1.0	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	1.0
M00307	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00308	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
M00309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00338	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00344	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
M00345	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333
M00346	0.5555555555555556	0.4444444444444444	0.5555555555555556	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.5555555555555556	0.4444444444444444	0.4444444444444444	0.5555555555555556
M00356	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
M00357	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
M00358	0.5	0.25	0.25	0.25	0.25	0.0	0.25	0.25	0.25	0.0	0.25
M00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00364	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00365	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00366	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
M00367	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
M00368	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333
M00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00373	0.2916666666666667	0.375	0.375	0.4583333333333333	0.2916666666666667	0.4583333333333333	0.4583333333333333	0.375	0.375	0.375	0.2916666666666667
M00374	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.46153846153846156	0.38461538461538464	0.38461538461538464
M00375	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427
M00376	0.38461538461538464	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.3076923076923077	0.38461538461538464
M00377	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857
M00378	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00418	0.0	0.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.0	0.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.0
M00419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00432	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00525	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00526	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334
M00527	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.8571428571428571
M00528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00530	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00531	0.5	0.5	0.0	0.5	0.5	0.5	0.5	0.0	0.5	0.5	0.5
M00532	0.4	0.3	0.4	0.3	0.3	0.3	0.3	0.4	0.3	0.2	0.4
M00533	0.25	1.0	0.5	0.25	0.25	0.25	0.25	0.5	0.5	0.75	0.25
M00534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00535	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00537	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333
M00538	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333
M00539	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00540	0.0	0.4	0.2	0.4	0.2	0.0	0.2	0.2	0.2	0.4	0.0
M00541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00545	0.16666666666666666	0.16666666666666666	0.6666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.6666666666666666	0.16666666666666666	1.0	0.16666666666666666
M00546	0.8333333333333334	1.0	1.0	1.0	0.8333333333333334	1.0	1.0	1.0	0.8333333333333334	1.0	0.8333333333333334
M00547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00549	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0
M00550	0.2	0.4	0.4	0.2	0.2	0.2	0.2	0.4	0.2	0.4	0.2
M00551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00552	0.4	0.6	0.6	0.6	0.4	0.6	0.6	0.6	0.4	0.6	0.4
M00554	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00555	0.5	1.0	1.0	1.0	0.5	0.5	0.5	1.0	0.5	1.0	0.5
M00563	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
M00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
